id	conf	title	author	year	abstract	conf_short	theme
4495	CVPR	Epipolar Geometry and Linear Subspace Methods: A New Approach to Weak Calibration.	Jean Ponce,Yakup Genc	1996	This paper addresses the problem of estimating the epipolar geometry from point correspondences between two images taken by uncalibrated perspective cameras. It is shown that Jepson&lsquo;s and Heeger&lsquo;s linear subspace technique for infinitesimal motion estimation can be generalized to the finite motion case by choosing an appropriate basis for projective space. This yields a linear method for weak calibration. The proposed algorithm has been implemented and tested on both real and synthetic images, and it is compared to other linear and non-linear approaches to weak calibration.	CVPR	visu
4496	CVPR	Constrained Phase Congruency: Simultaneous Detection of Interest Points and of their Scales.	Daniel Reisfeld	1996	A novel feature detector -- the Constrained Phase Congruency Transform (CPCT) is introduced. It simultaneously detects interest points as well as their scale in various orientations. The CPCT is especially important in registration applications: the local transformation between interest points can be determined based on their orientational scales. The CPCT detects the features in Mach bands and in sinusoidal waves. This cannot be done simply by looking for local maxima in intensity gradient nor by looking for local energy maxima. I conjecture that constraining the general phase congruency is sufficient for feature detection. The correct detection of features' location and of their scale is demonstrated. The robustness of the CPCT is achieved by constraining the local phase. Only four easy-to-detect phases are used in the computations. They correspond to symmetry and anti-symmetry in their neighborhood. The scale at any location and orientation is determined by the scale of the channel that conforms to the constraints and maximizes energy.	CVPR	visu
4497	CVPR	Modeling Clutter and Context for Target Detection in Infrared Images.	Songnian Rong,Bir Bhanu	1996	In order to reduce false alarms and to improve the target detection performance of an automatic target detection and recognition system operating in a cluttered environment, it is important to develop the models not only for man-made targets but also of natural background clutters. Because of the high complexity of natural clutters, this clutter model can only be reliably built through learning from real examples. If available, contextual information that characterizes each training example can be used to further improve the learned clutter model. In this paper, we present such a clutter model aided target detection system. Emphases are placed on two topics: (1) learning the background clutter model from sensory data through a self-organizing process, (2) reinforcing the learned clutter model using contextual information.	CVPR	visu
4498	CVPR	Affine Structure and Photometry.	Ruth Rosenholtz,Jan J. Koenderink	1996	Motion of an observer relative to objects in a scene provides information about the structure of the scene. Changing patterns of shading due to motion relative to the light source provide information about surface structure, albedos, and light sources. One can stratify this photometric information into affine, unitary, and metric structure, much like the stratification of structure from motion. For Lambertian surfaces, if either motion or photometry give us more than affine structure, the two cues can be combined to yield full metric information. Edge constraints plus unitary photometry also give us full metric photometry. Affine structure alone contains much of the quantitative structure information, allowing us to judge such things as the ordinal relationships between the albedos.	CVPR	visu
4499	CVPR	Optimal servoing for active foveated vision.	Héctor Rotstein,Ehud Rivlin	1996	Foveated vision and two-mode tracking, as inspired by the human oculomotor system, are often used in active vision system. The purpose of this paper is to provide answers to the following basic questions which arise from implementations. First, is it beneficial to have foveated vision and what is the optimal size of the foveal window? Second, is there a need for two control mechanisms (smooth pursuit and saccade) for improved performance and how can one efficiently switch between them? In order to do so, a setup is proposed in which these strategies can be evaluated in a systematic manner. It is shown that the fovea appears as a compromise between the tightness of the tracking specifications and computational constraints. Introducing a model for the later and postulating some a priori knowledge of the target behavior, it is possible to compute the size of the fovea in an optimal way. As a by-product, smooth-pursuit can be defined in a natural way, and the use of a two-mode tracking scheme is justified. The second mode, i.e. saccadic control, aims at re-centering the target on the fovea so that the smooth pursuit controller can continue to operate. It is shown that a control strategy can indeed be defined so that this objective can be met under appropriate operating conditions.	CVPR	visu
4500	CVPR	Robust Recovery of Camera Rotation from Three Frames.	Benny Rousso,Shai Avidan,Amnon Shashua,Shmuel Peleg	1996	Computing camera rotation from image sequences can be used for image stabilization, and when the camera rotation is known the computation of translation and scene structure are much simplified as well. A robust approach for recovering camera rotation is presented, which does not assume any specific scene structure (e.g. no planar surface is required), and which avoids prior computation of the epipole. Given two images taken from two different viewing positions, the rotation matrix between the images can be computed from any three homgraphy matrices. The homographies are computed using the trilinear tensor which describes the relations between the projections of a 3D point into three images. The entire computation is linear for small angles, and is therefore fast and stable. Iterating the linear computation can then be used to recover larger rotations as well.	CVPR	visu
4501	CVPR	Neural Network-Based Face Detection.	Henry A. Rowley,Shumeet Baluja,Takeo Kanade	1996	We present a neural network-based upright frontal face detection system. A retinally connected neural network examines small windows of an image and decides whether each window contains a face. The system arbitrates between multiple networks to improve performance over a single network. We present a straightforward procedure for aligning positive face examples for training. To collect negative examples, we use a bootstrap algorithm, which adds false detections into the training set as training progresses. This eliminates the difficult task of manually selecting nonface training examples, which must be chosen to span the entire space of nonface images. Simple heuristics, such as using the fact that faces rarely overlap in images, can further improve the accuracy. Comparisons with several other state-of-the-art face detection systems are presented, showing that our system has comparable performance in terms of detection and false-positive rates.	CVPR	visu
4502	CVPR	Similarity Queries in Image Database.	Simone Santini,Ramesh Jain	1996	Query-by-content image database will be based on similarity, rater than on matching, where similarity is a measure that is defined and meaningful for every pair of images in the image space. Since it is the human user that, in the end, has to be satisfied with the results of the query, it is natural to base the similarity measure that we will use on the characteristics of human similarity assessment. In the first part of this paper, we review some of these characteristics and define a similarity measure based on them. Another problem that similarity-based databases will have to face is how to combine different queries into a single complex query. We present a solution based on three operators that are the analogous of the and, or, and not operators one uses in traditional databases. These operators are powerful enough to express queries of unlimited complexity, yet have a very intuitive behavior, making easy for the user to specify a query tailored to a particular need.	CVPR	visu
4503	CVPR	Vector-Valued Active Contours.	Guillermo Sapiro	1996	A framework for object segmentation in vector-valued images is presented in this paper. The first scheme proposed is based on geometric active contours moving towards the objects to be detected in the vector-valued image. Objects boundaries are obtained as geodesics or minimal weighted distance curves in a Riemannian space. The metric in this space is given by a definition of edges in vector-valued images. The curve flow corresponding to the proposed active contours holds formal existence, uniqueness, stability, and correctness results. The techniques is applicable for example to color and texture images. The scheme automatically handles changes in the deforming curve topology. We conclude the paper presenting an extension of the color active contours which leads to a possible image flow for vector-valued image segmentation. The algorithm is based on moving each one of the image level-sets according to the proposed color active contours. This extension also shows the relation of the color geodesic active contours with a number of partial-differential-equations based image processing algorithms as anisotropic diffusion and shock filters.	CVPR	visu
4504	CVPR	Complexity analysis of RBF networks for Pattern Recognition.	Lucia Sardo,Josef Kittler	1996	The problem of non-parametric probability density function (PDF) estimation using Radial Basis Function (RBF) Neural Networks is addressed here. We investigate two criteria, based on a modified Kullback-Leibler distance, that lead to an appropriate choice of the network architecture complexity. In the first criterion the modification consists in the addition of a term that penalizes complex architectures (MPL criterion). The second strategy involves the regularization of the network through the imposition of lower bounds on the standard deviation derived from conditions of existence of rejection tests (LBSD criterion). Experimental results indicate that the MPL criterion outperforms the LBSD method.	CVPR	visu
4505	CVPR	Quantitative Measures of Change based on Feature Organization: Eigenvalues and Eigenvectors.	Sudeep Sarkar,Kim L. Boyer	1996	One important task of site monitoring is change detection from aerial images. Change, in general, can be of various types. In this paper we address the problem of detecting change due to construction activity. Specifically, we would like to know about new construction at a previously undeveloped site and possibly monitor its progress. Model based approaches are not suited for this kind of change as it usually happens in unmodelled areas. Since it is difficult to infer construction activity by predicting and verifying specific local features, we rely on more global statistical indicators. The thesis of this paper is that the change induced by human activity can be inferred from changes in the organization among the visual features. Not only will the attributes of the individual image features change but also the relationships among these features will evolve. With the progress of construction we expect to see increased structure among the image features. We exploit this emerging structure, or organization, to infer change. In this paper, we propose four measures to quantify the global statistical properties of the individual features and the relationships among them. We base these measures on the theory of graph spectra. We provide extensive analysis of the robustness of these measures under various imaging conditions. We also demonstrate the ability of these organization based measures to discriminate between no development, onset of construction, and full development.	CVPR	visu
4506	CVPR	Stereo Vision for View Synthesis.	Daniel Scharstein	1996	We propose a new method for view synthesis from real images using stereo vision. The method does not explicitly model scene geometry, and enables fast and exact generation of synthetic views. We also re-evaluate the requirements on stereo algorithms for the application of view synthesis and discuss ways of dealing with partially occluded regions of unknown depth and with completely occluded regions of unknown texture. Our experiments demonstrate that it is possible to efficiently synthesize realistic new views even from inaccurate and incomplete depth information.	CVPR	visu
4507	CVPR	Stereo Matching with Non-Linear Diffusion.	Daniel Scharstein,Richard Szeliski	1996	One of the central problems in stereo matching (and other image registration tasks) is the selection of optimal window sizes for comparing image regions. This paper addresses this problem with some novel algorithms based on iteratively diffusing support at different disparity hypotheses, and locally controlling the amount of diffusion based on the current quality of the disparity estimate. It also develops a novel Bayesian estimation technique which significantly outperforms techniques based on area-based matching (SSD) and regular diffusion. We provide experimental results on both synthetic and real stereo image pairs.	CVPR	visu
4508	CVPR	Combining greyvalue invariants with local constraints for object recognition.	Cordelia Schmid,Roger Mohr	1996	This paper addresses the problem of recognizing objects in large image databases. The method is based on local characteristics which are invariant to similarity transformations in the image. These characteristics are computed at automatically detected keypoints using the greyvalue signal. The method therefore works on images such as paintings for which geometry based recognition fails.Due to the locality of the method, images can be recognized being given part of an image and in the presence of occlusions. Applying a voting algorithm and semi-local constraints makes the method robust to noise, scene clutter and small perspective deformations. Experiments show an efficient recognition for different types of images. The approach has been validated on an image database containing 1020 images, some of them being very similar by structure, texture or shape.	CVPR	visu
4509	CVPR	Structure from Multiple 2D Affine Correspondences without Camera Calibration.	Haim Schweitzer,Radha Krishnan	1996	Image motion induced by camera or object motion can be approximated locally by an affine coordinate transformation. We extract 3D information directly from the affine parameters, without camera calibration. The derivation relies on the following assumptions: the object is rigid, locally planar, and its local 3D motion is translation. These assumptions enable complete recovery of 3D structure, whereas it is impossible to compute the direction (and magnitude) of the motion. Still, it is possible to distinguish between objects moving differently. Explicit expressions for the structure and the motion indicators are given in terms of the 6 affine parameters, computed for each image patch. Results of experiments on data with known ground truth are described.	CVPR	visu
4510	CVPR	Coregistration of Range and Optical Images Using Coplanarity and Orientation Constraints.	Anthony N. A. Schwickerath,J. Ross Beveridge	1996	A least-squares method simultaneously solves for the model-to-sensor-suite pose and sensor-to-sensor registration. The development is for a sensor-suite containing separate range and optical sensors. To address outliers and, more generally, match finding, a statistical method (median filtering) and a search method (local search) are developed. Sensitivity to Gaussian noise and the choice of initial pose estimates is investigated on synthetic data. Both of the matching methods are demonstrated on real data.	CVPR	visu
4511	CVPR	A Common Framework for Curve Evolution, Segmentation and Anisotropic Diffusio.	Jayant Shah	1996	In recent years, curve evolution has developed into an important tool in Computer Vision and has been applied to a wide variety of problems such as smoothing of shapes, shape analysis and shape recovery. The underlying principle is the evolution of a simple closed curve whose points move in the direction of the normal with prescribed velocity. A fundamental limitation of the method as it stands is that it cannot deal with important image features such as triple points. The method also requires a choice of an edge-strength function, defined over the image domain, indicating the likelihood of an object boundary being present at any point in the image domain. This implies a separate preprocessing step, in essence precomputing approximate boundaries in the presence of noise. One also has to choose the initial curve. It is shown here that the different versions of curve evolution used in Computer Vision together with the preprocessing step can be integrated in the form of a new segmentation functional which overcomes these limitations and extends curve evolution models. Moreover, the numerical solutions obtained retain sharp discontinuities or shocks, thus providing sharp demarcation of object boundaries.	CVPR	visu
4512	CVPR	Subpixel Image Registration by Estimating the Polyphase Decomposition of Cross Power Spectrum.	Hassan Shekarforoush,Marc Berthod,Josiane Zerubia	1996	A method of registering images at subpixel accuracy has been proposed, which does not resort to interpolation. The method is based on the phase correlation method and is remarkably robust to correlated noise and uniform variations of luminance. We have shown that the cross power spectrum of two images, containing subpixel shifts, is a polyphase decomposition of a Dirac delta function. By estimating the sum of polyphase components one can then determine subpixel shifts along each axis.	CVPR	visu
4513	CVPR	On 3D Shape Similarity.	Heung-Yeung Shum,Martial Hebert,Katsushi Ikeuchi	1996	On 3D Shape Similarity.	CVPR	visu
4514	CVPR	A shock grammar for recognition.	Kaleem Siddiqi,Benjamin B. Kimia	1996	We confront the theoretical and practical difficulties of computing a representation for two-dimensional shape, based on shocks or singularities that arise as the shape's boundary is deformed. First, we develop subpixel local detectors for finding and classifying shocks. Second, to show that shock patterns are not arbitrary but obey the rules of a grammar, and in addition satisfy specific topological and geometric constraints. Shock hypotheses that violate the grammar or are topologically or geometrically invalid are pruned to enforce global consistency. Survivors are organized into a hierarchical graph of shock groups computed in the reaction-diffusion space, where diffusion plays a role of regularization to determine the significance of each shock group. The shock groups can be functionally related to the object's parts, protrusions and bends, and the representation is suited to recognition: several examples illustrate its stability with rotations, scale changes, occlusion and movement of parts, even at very low resolutions.	CVPR	visu
4515	CVPR	Further constraints on visual articulated motions.	David Sinclair,K. Zesar	1996	This paper derives what we term the Euclidean hinge constraint for projective reconstruction of objects displaying articulated motion. A Euclidean hinge is defined here to be an articulation axis with the proviso that any plane perpendicular to the articulation axis in link 1 has a coincident plane which is perpendicular to the articulation ads in link 2 and that these planes remain coincident under articulated motion. This constraint permits the independent projective reconstructions of two adjacent articulated links to be placed in a common frame. The constraint may be expressed mathematically by considering what we define as circular parallax. Additionally the existence of a Euclidean hinge permits the permits the projective frame to be brought nearer to a Euclidean frame for the reconstructed object. A brief reprise of the method of articulation axis estimation is given together with a more extensive series of experimental results.	CVPR	visu
4516	CVPR	Using a spectral reflectance model for the illumination-invariant recognition of local image structure.	David Slater,Glenn Healey	1996	We represent local spatial structure in a color image using feature matrices that are computed from an image region. Feature matrices contain significantly more information about local image structure than previous representations. Although feature matrices are useful for surface recognition, this representation depends on the spectral properties of the scene illumination. Using a finite dimensional linear model for surface spectral reflectance with the same number of parameters as the number of color bands, we show that illumination changes correspond to linear transformations of the feature matrices and that surface rotations correspond to circular shifts of the matrices. From these relationships we derive an algorithm for illumination and geometry invariant recognition of local surface structure. We demonstrate the algorithm with a series of experiments on images of real objects.	CVPR	visu
4517	CVPR	Motion from fixation.	Stefano Soatto,Pietro Perona	1996	We study the problem of estimating rigid motion from a sequence of monocular perspective images obtained by navigating around an object while fixating a particular feature point. We cast the problem in the framework of epipolar geometry, and propose a filter based upon implicit dynamical model for recursively estimating motion under the fixation constraint. This allows us to compare the quality of the estimates directly against the ones obtained assuming a general rigid motion simply by changing the geometry of the parameter space, while maintaining the same structure of the recursive estimator. We also present a closed-form static solution from two views, and a recursive estimator of the relative pose between the viewer and the scene.	CVPR	visu
4518	CVPR	Reducing structure from motion.	Stefano Soatto,Pietro Perona	1996	The literature on recursive estimation of structure and motion from monocular image sequences comprises a large number of different models and estimation techniques. We propose a framework that allows us to derive and compare all models by following the idea of dynamical system reduction. The natural dynamic model, derived by the rigidity constraint and the perspective projection, is first reduced by explicitly decoupling structure (depth) from motion. Then implicit decoupling techniques are explored, which consist of imposing that some function of the unknown parameters is held constant. By appropriately choosing such a function, not only can we account for all models seen so far in the literature, but we can also derive novel ones. Casting all the different models in a common framework allows us to compare their geometric properties on common experimental grounds.	CVPR	visu
4519	CVPR	Towards Accurate Recovery of Shape from Shading under Diffuse Lighting.	A. James Stewart,Michael S. Langer	1996	A new surface radiance model for diffuse lighting is presented which incorporates shadows, interreflections, and surface orientation. An algorithm is presented that uses this model to compute shape-from-shading under diffuse lighting. The algorithm is tested on both synthetic and real images, and is found to perform more accurately than the only previous algorithm for this problem.	CVPR	visu
4520	CVPR	Runway Obstacle Detection by Controlled Spatiotemporal Image Flow Disparity.	Sanghoon Sull,Banavar Sridhar	1996	This paper proposes a method for detecting obstacles on a runway by controlling their expected disparities. By approximating the runway by a planar surface, the initial model flow field (MFF) corresponding to an obstacle-free runway is described by the data from on-board sensors (OBS). The error variance of the initial MFF is computed and used to estimate the MFF. Obstacles are detected by comparing the expected residual flow disparities with the residual flow field (RFF) estimated after warping (or stabilizing) an image using the MFF. Expected temporal and spatial disparities are obtained from the use of the OBS. This allows us to control the residual disparities by increasing the temporal baseline and/or by utilizing the spatial baseline if distant objects cannot be detected for a given temporal baseline. Experimental results for two real flight image sequences are presented.	CVPR	visu
4521	CVPR	Efficient Image Gradient-Based Object Localisation and Recognitio.	T. N. Tan,Geoffrey D. Sullivan,Keith D. Baker	1996	This paper reports novel algorithms for the efficient localization and recognition of vehicles in traffic scenes, which eliminate the need for explicit symbolic feature extraction and matching. The algorithms make use of two a priori sources of knowledge about the scene and the objects: (i) the ground-plane constraint, and (ii) the fact that road vehicles are strongly rectilinear. The algorithms are demonstrated and tested using routine outdoor traffic images. Success with a variety of vehicles demonstrates the efficiency and robustness of context-based computer vision in road traffic scenes. The limitations of the algorithms are also addressed in the paper.	CVPR	visu
4522	CVPR	Non-Rigid Matching Using Demons.	Jean-Philippe Thirion	1996	We present the concept of non-rigid matching based on demons, by reference to Maxwell's demons. We contrast this concept with the more conventional viewpoint of attraction. We show that demons and attractive points are clearly distinct for large deformations, but also that they become similar for small displacements, encompassing techniques close to optical flow. We describe a general iterative matching method based on demons, and derive from it three different non-rigid matching algorithms, one using all the image intensities, one using only contours, and one for already segmented images. At last, we present results with synthesized and real deformations, with applications to Computer Vision and Medical Image Processing.	CVPR	visu
4523	CVPR	Comparison of Approaches to Egomotion Computation.	Tina Yu Tian,Carlo Tomasi,David J. Heeger	1996	We evaluated six algorithms for computing egomotion from image velocities. We established benchmarks for quantifying bias and sensitivity to noise, and for quantifying the convergence properties of those algorithms that require numerical search. Our simulation results reveal some interesting and surprising results. First, it is often written in the literature that the egomotion problem is difficult because translation (e.g., along the X-axis) and rotation (e.g., about the Y-axis) produce similar image velocities. We found, to the contrary, that the bias and sensitivity of our six algorithms are totally invariant with respect to the axis of rotation. Second, it is also believed by some that fixating helps to make the egomotion problem easier. We found, to the contrary, that fixating does not help when the noise is independent of the image velocities. Fixation does help if the noise is proportional to speed, but this is only for the trivial reason that the speeds are slower under fixation. Third, it is widely believed that increasing the field of view will yield better performance. We found, to the contrary, that this is not necessarily true.	CVPR	visu
4524	CVPR	Factorization Methods for Projective Structure and Motion.	Bill Triggs	1996	This paper describes a family of factorization-based algorithms that recover 3D projective structure and motion from multiple uncalibrated perspective images of 3D points and lines. They can be viewed as generalizations of the Tomasi-Kanade algorithm from affine to fully perspective cameras, and from points to lines. They make no restrictive assumptions about scene or camera geometry, and unlike most existing reconstruction methods they do not rely on `privileged' points or images. All of the available image data is used, and each feature in each image is treated uniformly. The key to projective factorization is the recovery of a consistent set of projective depths (scale factors) for the image points: this is done using fundamental matrices and epipoles estimated from the image data. We compare the performance of the new techniques with several existing ones, and also describe an approximate factorization method that gives similar results to SVD-based factorization, but runs much more quickly for large problems.	CVPR	visu
4525	CVPR	A Framework for Recognizing a Facial Image from a Police Sketch.	Robert G. Uhl Jr.,Niels da Vitoria Lobo	1996	We present a theory and practical computations for automatically matching a police artist sketch to a set of true photographs. We locate facial features in both the sketch as well as the set of photograph images. Then, the sketch is photometrically standardized to facilitate comparison with a photo and then both the sketch and the photos are geometrically standardized. Finally, for matching, eigenanalysis is employed. Results using real police sketches and arrest photos are presented.	CVPR	visu
4526	CVPR	Structure and motion of curved 3D objects from monocular silhouettes.	B. Vijayakumar,David J. Kriegman,Jean Ponce	1996	The silhouette of a smooth 3D object observed by a moving camera changes over time. Past work has shown how surface geometry can be recovered using the deformation of the silhouette when the camera motion is known. This paper addresses the problem of estimating both the full Euclidean surface structure and the camera motion from a dense set of silhouettes captured under orthographic or scaled orthographic projection. The approach relies on a viewpoint-invariant representation of curves swept by viewpoint-dependent features such as bitangents, inflections and contour points with parallel tangents. Feature points, which form stereo frontier points between non-consecutive images, are matched using this representation. The camera's angular velocity is computed from constraints derived from this correspondence along with the image velocity of these features. From the angular velocity, the epipolar geometry is ascertained, and infinitesimal motion frontier points can be detected. In turn, the motion of these frontier points constrains the translation component of camera motion. Finally, the surface is reconstructed using established techniques once the camera motion has been estimated.	CVPR	visu
4527	CVPR	Blurring Strategies for Image Segmentation Using a Multiscale Linking Model.	Koen L. Vincken,Wiro J. Niessen,Max A. Viergever	1996	Multiscale approaches are an invaluable tool for image segmentation. A vast amount of research has been devoted to the construction of different multiscale representations of an image. In this paper we use the `hyperstack'--a multiscale linking model for image segmentation--for an in-depth comparison of four different scale space generators with respect to segmentation results. We consider the linear (Gaussian) scale space both in the spatial and the Fourier domain, the variable conductance diffusion according to the Perona & Malik equation, and the Euclidean shortening flow. We have done experiments on MR images of the brain, for which a gold standard is available. The hyperstack proofs to be rather insensitive to the underlying scale space generator.	CVPR	visu
4528	CVPR	Determining Correspondences and Rigid Motion of 3-D Point Sets with Missing Data.	Xiaoguang Wang,Yong-Qing Cheng,Robert T. Collins,Allen R. Hanson	1996	This paper addresses the general 3-D rigid motion problem, where the point correspondences and the motion parameters between two sets of 3-D points are to be recovered. The existence of missing points in the two sets is the most difficult problem. We first show a mathematical symmetry in the solutions of rotation parameters and point correspondences. A closed-form solution based on the correlation matrix eigenstructure decomposition is proposed for correspondence recovery with no missing points. Using a heuristic measure of point pair affinity derived from the eigenstructure, a weighted bipartite matching algorithm is developed to determine the correspondences in general cases where missing points occur. The use of the affinity heuristic also leads to a fast outlier removal algorithm, which can be run iteratively to refine the correspondence recovery. Simulation results and experiments on real images are shown in both ideal and general cases.	CVPR	visu
4529	CVPR	Illumination and geometry invariant recognition of texture in color images.	Lizhi Wang,Glenn Healey	1996	We develop a method for recognizing color texture independent of rotation, scale, and illumination. Color texture is modeled using spatial correlation functions defined within and between sensor bands. Using a linear model for surface spectral reflectance with the same number of parameters as the number of sensor classes, we show that illumination and geometry changes in the scene correspond to a linear transformation of the correlation functions and a linear transformation of their coordinates. A several step algorithm which includes scale estimation and correlation moment computation is used to achieve the invariance. The key to the method is the new result that illumination and geometry changes in the scene correspond to a specific transformation of correlation function Zernike moment matrices. These matrices can be estimated from a color image. This relationship is used to derive an efficient algorithm for recognition. The algorithm is substantiated using classification results on over 200 images of color textures obtained under various illumination conditions and geometric configurations.	CVPR	visu
4530	CVPR	Minimal operator set for passive depth from defocus.	Masahiro Watanabe,Shree K. Nayar	1996	A fundamental problem in depth from defocus is the measurement of relative defocus between images. We propose a class of broadband operators that, when used together, provide invariance to scene texture and produce accurate and dense depth maps. Since the operators are broadband, a small number of them are sufficient for depth estimation of scenes with complex textural properties. Experiments are conducted on both synthetic and real scenes to evaluate the performance of the proposed operators. The depth detection gain error is less than 1%, irrespective of texture frequency. Depth accuracy is found to be 0.5/spl sim/1.2% of the distance of the object from the imaging optics.	CVPR	visu
4531	CVPR	A Unified Mixture Framework for Motion Segmentation: Incorporating Spatial Coherence and Estimating the Number of Models.	Yair Weiss,Edward H. Adelson	1996	Describing a video sequence in terms of a small number of coherently moving segments is useful for tasks ranging from video compression to event perception. promising approach is to view the motion segmentation problem in a mixture estimation framework. However, existing formulations generally use only the motion data and thus fail to make use of static cues when segmenting the sequence. Furthermore, the number of models is either specified in advance or estimated outside the mixture model framework. In this work we address both of these issues. We show how to add spatial constraints to the mixture formulations and present a variant of the EM algorithm that makes use of both the form and the motion constraints. Moreover this algorithm estimates the number of segments given knowledge about the level of model failure expected in the sequence. The algorithm's performance is illustrated on synthetic and real image sequences.	CVPR	visu
4532	CVPR	Nonlinear Shape Restoration For Document Images.	Yun Weng,Qiuming Zhu	1996	Previous researches on nonlinear shape restoration are based on the assumptions that the original shapes and distortions of the images have known formulations under certain conditions. The main contribution of this research is the development of a new restoration algorithm, called Multi-Steps Restoration. The algorithm is based on a liner interpolation theory that is able to detect and restore nonlinear shape distortions in any irregular quadrilateral-shaped patterns. The main idea of the algorithm is the use of two-dimensional spline functions in bicubic, biquadratic, and/or bilinear models to approximate the three-dimensional nonlinear distortion curves. The performance of the approach shown by experiment is promising.	CVPR	visu
4533	CVPR	Attention Control for Robot Vision.	Carl-Fredrik Westin,Carl-Johan Westelius,Hans Knutsson,Gösta H. Granlund	1996	Focus of attention mechanisms for robot vision are discussed. A new method for neglecting low level filter responses from already modelled structures is presented. The method is based on a filtering technique termed normalized convolution. In one experiment, the robot is continuously moving its arm in the scene while tracking other objects. It is shown how the arm can be made ``invisible'' so that only the moving object of interest is detected. This makes tracking of objects much simpler. In another experiment, the attention of the system is shifted between objects by simply cancelling the mask of the object to be attended to. With this strategy the low level processes do not need to know the difference between a new object entering the scene and a mask being cancelled, and thus a complex communication structure between high and low levels is avoided.	CVPR	visu
4534	CVPR	Local Parallel Computation of Stochastic Completion Fields.	Lance R. Williams,David W. Jacobs	1996	We describe a local parallel method for computing the stochastic completion field introduced in an earlier paper\cite{williams}. The stochastic completion field represents the likelihood that a completion joining two contour fragments passes through any given position and orientation in the image plane. It is based upon the assumption that the prior probability distribution of completion shape can be modeled as a random walk in a lattice of discrete positions and orientations. The local parallel method can be interpreted as a stable finite difference scheme for solving the underlying Fokker-Planck equation identified by Mumford\cite{mumford}. The resulting algorithm is significantly faster than the previously employed method which relied on convolution with large-kernel filters computed by Monte Carlo simulation. The complexity of the new method is O(n3m) while that of the previous algorithm was O(n4m2) (for an n X n image with m discrete orientations). Perhaps most significantly, the use of a local method allows us to model the probability distribution of completion shape using stochastic processes which are neither homogenous nor isotropic. For example, it is possible to modulate particle decay rate by a directional function of local image brightnesses (i.e., anisotropic decay). The effect is that illusory contours can be made to respect the local image brightness structure. Finally, we note that the new method is more plausible as a neural model since 1) unlike the previous method, it can be computed in a sparse, locally connected network; and 2) the network dynamics are consistent with psychophysical measurements of the time course of illusory contour formation.	CVPR	visu
4535	CVPR	Gauging Relational Consistency and Correcting Structural Errors.	Richard C. Wilson,Edwin R. Hancock	1996	The aim of this paper is to provide a comparative evaluation of a number of contrasting approaches to relational matching. Unique to this study is the way in which we show how a diverse family of algorithms relate to one-another using a common Bayesian framework. Broadly speaking there are two main aspects to this study. Firstly we focus on the issue of how relational inexactness may be quantified. We illustrate that several popular relational distance measures can be recovered as specific limiting cases of the same Bayesian consistency measure. The second aspect of our comparison concerns the way in which structural inexactness is controlled. We investigate three different realisations of the matching process which draw on contrasting control models. The main conclusion of our study is that the active process of graph-editing outperforms the alternatives in terms of its ability to effectively control a large population of contaminating clutter.	CVPR	visu
4536	CVPR	Polarization Phase-Based Method for Material Classification and Object Recognition in Computer Vision.	Larry Wolff	1996	A robust and accurate polarization phase-based technique for material classification is presented. The novelty of this technique is three-fold in (i) its theoretical development, (ii) its application, and, (iii) its experimental implementation. The concept of phase of polarization of a light wave is introduced to computer vision for discrimination between materials according to their intrinsic electrical conductivity, such as distinguishing conducting metals, and poorly-conducting dielectrics. Previous work has used intensity, color and polarization component ratios. This new method is based on the physical principle that metals retard orthogonal components of light upon reflection while dielectrics do not. This method has significant complementary advantages with respect to existing techniques, is computationally efficient, and can be easily implemented with existing imaging technology. Experiments for real circuit board inspection, non-conductive and conductive glass, and, outdoor object recognition have been performed to demonstrate its accuracy and potential capabilities.	CVPR	visu
4537	CVPR	Combination of Multiple Classifiers Using Local Accuracy Estimates.	Kevin Woods,Kevin W. Bowyer,W. Philip Kegelmeyer	1996	Combination of Multiple Classifiers Using Local Accuracy Estimates.	CVPR	visu
4538	CVPR	Video Browsing Using Edges and Motion.	Ramin Zabih,Justin Miller,Kevin Mai	1996	Video Browsing Using Edges and Motion.	CVPR	visu
4539	CVPR	FRAME: Filters, Random fields, and Minimax Entropy-- Towards a Unified Theory for Texture Modeling.	Song Chun Zhu,Ying Nian Wu,David Mumford	1996	In this paper, a minimax entropy principle is studied, based on which a novel theory, called FRAME (Filters, Random fields And Minimax Entropy) is proposed for texture modeling. FRAME combines attractive aspects of two important themes in texture modeling: multi-channel filtering and Markov random field (MRF) modeling. It incorporates the responses of a set of well selected filters into the distribution over a random field, and hence has a much stronger descriptive ability than the traditional MRF models. Furthermore, it interprets and clarifies many previous concepts and methods for texture analysis and synthesis from a unified point of view. Algorithms are proposed for probability inference, stochastic simulation and filter selection. Experiments on a variety of textures are described to illustrate our theory and to show the performance of our algorithms. These experiments demonstrate that many textures previously considered as different categories can be modeled and synthesized in a common framework.	CVPR	visu
